,Unnamed: 0,id,country.name,country.id,topics,income,CLIP score
0,21895,5d4bee84cf0b3a0f3f35189c,Philippines,ph,Dish washing soap,865.0,0.29122335
1,21896,5d4bee84cf0b3a0f3f35189e,Philippines,ph,Kitchen sink,865.0,0.31028676
2,21897,5d4bee84cf0b3a0f3f3518a2,Philippines,ph,Social drink,865.0,0.2732516
3,21898,5d4bee84cf0b3a0f3f3518a4,Philippines,ph,Table with food,865.0,0.2718523
4,21899,5d4bee84cf0b3a0f3f3518a6,Philippines,ph,Plate of food,865.0,0.28990138
5,21900,5d4bee84cf0b3a0f3f3518a8,Philippines,ph,Spices,865.0,0.27656844
6,21901,5d4bee84cf0b3a0f3f3518aa,Philippines,ph,Salt,865.0,0.28964704
7,21902,5d4bee84cf0b3a0f3f3518ac,Philippines,ph,Grains,865.0,0.2117297
8,21903,5d4bee85cf0b3a0f3f3518ae,Philippines,ph,Freezer,865.0,0.28192022
9,21904,5d4bee85cf0b3a0f3f3518b0,Philippines,ph,Refrigerator,865.0,0.30869687
10,21905,5d4bee85cf0b3a0f3f3518b2,Philippines,ph,Cooking pots,865.0,0.30147102
11,21906,5d4bee85cf0b3a0f3f3518b6,Philippines,ph,Cooking utensils,865.0,0.32256147
12,21907,5d4bee85cf0b3a0f3f3518ba,Philippines,ph,Cutlery,865.0,0.33173132
13,21908,5d4bee85cf0b3a0f3f3518bc,Philippines,ph,Cups/mugs/glasses,865.0,0.2843309
14,21909,5d4bee85cf0b3a0f3f3518c0,Philippines,ph,"Plates,Dish racks",865.0,0.28520542
15,21910,5d4bee85cf0b3a0f3f3518c2,Philippines,ph,Smoke and steam exit,865.0,0.22128832
16,21911,5d4bee85cf0b3a0f3f3518c4,Philippines,ph,Oven,865.0,0.30949885
17,21912,5d4bee85cf0b3a0f3f3518c8,Philippines,ph,Stove/hob,865.0,0.30526742
18,21913,5d4bee85cf0b3a0f3f3518ca,Philippines,ph,Light source in kitchen,865.0,0.2757064
19,21914,5d4bee86cf0b3a0f3f3518ce,Philippines,ph,Place where serving guests,865.0,0.26749408
20,21915,5d4bee86cf0b3a0f3f3518d0,Philippines,ph,Place where eating dinner,865.0,0.26533297
21,21916,5d4bee86cf0b3a0f3f3518d4,Philippines,ph,Kitchen,865.0,0.31087625
22,21917,5ec4fbdbf0611d7ddd742ba3,France,fr,Photo guide images,875.0,0.24389091
23,21918,5ec4fbdcf0611d7ddd742ba4,France,fr,Roof,875.0,0.26821676
24,21919,5ec4fbdcf0611d7ddd742ba7,France,fr,Sitting area,875.0,0.25488979999999994
25,21920,5ec4fbdcf0611d7ddd742ba9,France,fr,Wall,875.0,0.29198784
26,21921,5ec4fbdcf0611d7ddd742bab,France,fr,Waste dumps,875.0,0.23632894
27,21922,5ec4fbddf0611d7ddd742baf,France,fr,Bike,875.0,0.2830479
28,21923,5ec4fbddf0611d7ddd742bb1,France,fr,Backyard,875.0,0.29035434
29,21924,5ec4fbdef0611d7ddd742bb6,France,fr,Pet,875.0,0.2510157
30,21925,5ec4fbdef0611d7ddd742bbb,France,fr,Play area,875.0,0.27235028
31,21926,5ec4fbdff0611d7ddd742bc1,France,fr,Lock on front door,875.0,0.31005603
32,21927,5ec4fbdff0611d7ddd742bc5,France,fr,Car,875.0,0.24738115
33,21928,5ec4fbe0f0611d7ddd742bc7,France,fr,Parking lot,875.0,0.24497333
34,21929,5ec4fbe0f0611d7ddd742bc8,France,fr,Chickens,875.0,0.2617923
35,21930,5ec4fbe0f0611d7ddd742bcd,France,fr,Street detail,875.0,0.26058906
36,21931,5ec4fbe1f0611d7ddd742bd2,France,fr,Street view,875.0,0.24005187
37,21932,5ec4fbe1f0611d7ddd742bd5,France,fr,Family,875.0,0.24548349
38,21933,5ec4fbe3f0611d7ddd742be5,France,fr,Hand back,875.0,0.2673081
39,21934,5ec4fbe3f0611d7ddd742be8,France,fr,Hand palm,875.0,0.2857695
40,21935,5ec4fbe4f0611d7ddd742bea,France,fr,Teeth,875.0,0.27104717
41,21936,5ec4fbe4f0611d7ddd742bed,France,fr,Source of heat,875.0,0.23284580000000002
42,21937,5ec4fbe4f0611d7ddd742bf0,France,fr,Power outlet,875.0,0.2988719
43,21938,5ec4fbe5f0611d7ddd742bf5,France,fr,Switch on/off,875.0,0.30600685
44,21939,5ec4fbe5f0611d7ddd742bf7,France,fr,Tools,875.0,0.2730823
45,21940,5ec4fbe6f0611d7ddd742bfd,France,fr,Storage room,875.0,0.27437705
46,21941,5ec4fbe6f0611d7ddd742c00,France,fr,Phone,875.0,0.27433226
47,21942,5ec4fbe7f0611d7ddd742c05,France,fr,Glasses or lenses,875.0,0.22575222
48,21943,5ec4fbe8f0611d7ddd742c0b,France,fr,Computer,875.0,0.25400755
49,21944,5ec4fbe8f0611d7ddd742c0d,France,fr,Paper,875.0,0.25333744
50,21945,5ec4fbe8f0611d7ddd742c0f,France,fr,Work area,875.0,0.26152718
51,21946,5ec4fbe8f0611d7ddd742c11,France,fr,Pen/pencils,875.0,0.24545189999999997
52,21947,5ec4fbe9f0611d7ddd742c16,France,fr,Wall inside,875.0,0.29333603
53,21948,5ec4fbe9f0611d7ddd742c1b,France,fr,Ceiling,875.0,0.304242
54,21949,5ec4fbeaf0611d7ddd742c1d,France,fr,TV,875.0,0.28502578
55,21950,5ec4fbeaf0611d7ddd742c21,France,fr,Floor,875.0,0.29886
56,21951,5ec4fbebf0611d7ddd742c26,France,fr,"Couch, sofa",875.0,0.29021367
57,21952,5ec4fbebf0611d7ddd742c29,France,fr,Wall decoration,875.0,0.26474965
58,21953,5ec4fbecf0611d7ddd742c2e,France,fr,Living room,875.0,0.26247936
59,21954,5ec4fbecf0611d7ddd742c32,France,fr,Light source in livingroom,875.0,0.2621868
60,21955,5ec4fbecf0611d7ddd742c35,France,fr,Guest bed,875.0,0.2610077
61,21956,5ec4fbedf0611d7ddd742c39,France,fr,Books,875.0,0.2825911
62,21957,5ec4fbedf0611d7ddd742c3d,France,fr,Children room,875.0,0.27385172
63,21958,5ec4fbeef0611d7ddd742c3f,France,fr,Toys,875.0,0.24112713
64,21959,5ec4fbeef0611d7ddd742c46,France,fr,Bed kids,875.0,0.2761364
65,21960,5ec4fbeff0611d7ddd742c4d,France,fr,Bed,875.0,0.31031805
66,21961,5ec4fbeff0611d7ddd742c50,France,fr,Bedroom,875.0,0.295916
67,21962,5ec4fbf0f0611d7ddd742c55,France,fr,Trash/Waste,875.0,0.255637
68,21963,5ec4fbf0f0611d7ddd742c57,France,fr,Cleaning floors,875.0,0.28834325
69,21964,5ec4fbf1f0611d7ddd742c5f,France,fr,Everyday shoes,875.0,0.29351234
70,21965,5ec4fbf2f0611d7ddd742c65,France,fr,Drying,875.0,0.2645886
71,21966,5ec4fbf2f0611d7ddd742c67,France,fr,Toilet paper,875.0,0.28993237
72,21967,5ec4fbf2f0611d7ddd742c69,France,fr,Wardrobe,875.0,0.29936683
73,21968,5ec4fbf3f0611d7ddd742c6d,France,fr,Toilet,875.0,0.30613554
74,21969,5ec4fbf3f0611d7ddd742c6f,France,fr,Bathroom Privacy,875.0,0.27388090000000004
75,21970,5ec4fbf4f0611d7ddd742c77,France,fr,Shaving,875.0,0.2617956
76,21971,5ec4fbf5f0611d7ddd742c81,France,fr,Tooth paste,875.0,0.27306184
77,21972,5ec4fbf6f0611d7ddd742c86,France,fr,Toothbrush,875.0,0.28648776
78,21973,5ec4fbf6f0611d7ddd742c8c,France,fr,Hair brush/comb,875.0,0.29298782
79,21974,5ec4fbf7f0611d7ddd742c8e,France,fr,Washing detergent,875.0,0.2882175
80,21975,5ec4fbf7f0611d7ddd742c95,France,fr,Washing clothes/cleaning,875.0,0.3066373
81,21976,5ec4fbf8f0611d7ddd742c98,France,fr,Make up,875.0,0.22189783
82,21977,5ec4fbf8f0611d7ddd742c9d,France,fr,"Jewelry,Necklaces",875.0,0.2630458
83,21978,5ec4fbf9f0611d7ddd742ca5,France,fr,Medication,875.0,0.28467652
84,21979,5ec4fbfaf0611d7ddd742ca8,France,fr,Soap for hands and body,875.0,0.29957059999999996
85,21980,5ec4fbfaf0611d7ddd742cad,France,fr,"Water outlet, drainage",875.0,0.29245192
86,21981,5ec4fbfbf0611d7ddd742cb0,France,fr,Hand washing,875.0,0.25460643
87,21982,5ec4fbfbf0611d7ddd742cb6,France,fr,Shampoo,875.0,0.27127979999999996
88,21983,5ec4fbfcf0611d7ddd742cbd,France,fr,Dishwasher,875.0,0.34209254
89,21984,5ec4fbfcf0611d7ddd742cc1,France,fr,Shower,875.0,0.28869855
90,21985,5ec4fbfdf0611d7ddd742cc5,France,fr,Dish washing brush/cloth,875.0,0.25862515
91,21986,5ec4fbfdf0611d7ddd742cc9,France,fr,Dish racks,875.0,0.2677176
92,21987,5ec4fbfef0611d7ddd742ccd,France,fr,Kitchen sink,875.0,0.30800304
93,21988,5ec4fbfef0611d7ddd742ccf,France,fr,Social drink,875.0,0.20900267
94,21989,5ec4fbfef0611d7ddd742cd1,France,fr,Dish washing soap,875.0,0.27135485
95,21990,5ec4fbfff0611d7ddd742cd5,France,fr,Drinking water,875.0,0.27035186
96,21991,5ec4fbfff0611d7ddd742cd8,France,fr,Spices,875.0,0.2625795
97,21992,5ec4fc00f0611d7ddd742cdd,France,fr,Salt,875.0,0.22499433
98,21993,5ec4fc00f0611d7ddd742ce0,France,fr,Vegetables,875.0,0.27902567
99,21994,5ec4fc02f0611d7ddd742ced,France,fr,Grains,875.0,0.18676202
